Type,Anal.,Sample Name,Sample ID,Treatment,Origin,OriginC,Cal. Curve,Manual Dilution,Date / Time,Spl. No.,Inj. No.,Analysis(Inj.),Area,Mean Area,Conc.,Mean Conc.,Result,NPOC_ppm,TN_ppm,SD Area,SD Conc,Vial,Excluded,Inj. Vol.
Unknown,NPOC/TN,MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 14:30,1,3,TN,"1,802","1,921",0.1078,0.1118,NPOC:1.943 TN:0.1118,1.943,0.1118,0.1661,0.00561,4,0,150
Unknown,NPOC/TN,aniontd2 0.905pppmN,aniontd2 0.905pppmN,Calib1_N,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 14:36,1,1,NPOC,"5,382","5,442","1,025","1,029",NPOC:1.029 TN:0.7691,1.029,0.7691,0.09018,0.00576,5,0,150
Unknown,NPOC/TN,aniontd2 0.905pppmN,aniontd2 0.905pppmN,Calib1_N,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 14:40,1,2,NPOC,"5,546","5,442","1,036","1,029",NPOC:1.029 TN:0.7691,1.029,0.7691,0.09018,0.00576,5,0,150
Unknown,NPOC/TN,aniontd2 0.905pppmN,aniontd2 0.905pppmN,Calib1_N,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 14:44,1,3,NPOC,"5,399","5,442","1,026","1,029",NPOC:1.029 TN:0.7691,1.029,0.7691,0.09018,0.00576,5,0,150
Unknown,NPOC/TN,aniontd2 0.905pppmN,aniontd2 0.905pppmN,Calib1_N,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 14:36,1,1,TN,21.25,21.38,0.7649,0.7691,NPOC:1.029 TN:0.7691,1.029,0.7691,0.4632,0.01565,5,0,150
Unknown,NPOC/TN,aniontd2 0.905pppmN,aniontd2 0.905pppmN,Calib1_N,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 14:40,1,2,TN,20.99,21.38,0.7561,0.7691,NPOC:1.029 TN:0.7691,1.029,0.7691,0.4632,0.01565,5,0,150
Unknown,NPOC/TN,aniontd2 0.905pppmN,aniontd2 0.905pppmN,Calib1_N,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 14:44,1,3,TN,21.89,21.38,0.7865,0.7691,NPOC:1.029 TN:0.7691,1.029,0.7691,0.4632,0.01565,5,0,150
Unknown,NPOC/TN,NH4Cl 0.967ppm N,NH4Cl 0.967ppm N,Calib2_N,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 14:50,1,1,NPOC,"3,984","4,157",0.936,0.947,NPOC:0.9470 TN:0.9408,0.947,0.9408,0.1664,0.01063,6,0,150
Unknown,NPOC/TN,NH4Cl 0.967ppm N,NH4Cl 0.967ppm N,Calib2_N,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 14:53,1,2,NPOC,"4,316","4,157",0.9572,0.947,NPOC:0.9470 TN:0.9408,0.947,0.9408,0.1664,0.01063,6,0,150
Unknown,NPOC/TN,NH4Cl 0.967ppm N,NH4Cl 0.967ppm N,Calib2_N,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 14:57,1,3,NPOC,"4,171","4,157",0.9479,0.947,NPOC:0.9470 TN:0.9408,0.947,0.9408,0.1664,0.01063,6,0,150
Unknown,NPOC/TN,NH4Cl 0.967ppm N,NH4Cl 0.967ppm N,Calib2_N,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 14:50,1,1,TN,26.52,26.46,0.9429,0.9408,NPOC:0.9470 TN:0.9408,0.947,0.9408,0.193,0.00652,6,0,150
Unknown,NPOC/TN,NH4Cl 0.967ppm N,NH4Cl 0.967ppm N,Calib2_N,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 14:53,1,2,TN,26.24,26.46,0.9334,0.9408,NPOC:0.9470 TN:0.9408,0.947,0.9408,0.193,0.00652,6,0,150
Unknown,NPOC/TN,NH4Cl 0.967ppm N,NH4Cl 0.967ppm N,Calib2_N,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 14:57,1,3,TN,26.61,26.46,0.9459,0.9408,NPOC:0.9470 TN:0.9408,0.947,0.9408,0.193,0.00652,6,0,150
Unknown,NPOC/TN,EDTA 8.56ppmC,EDTA 8.56ppmC,Calib1_C,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 15:03,1,1,NPOC,121.3,120,"8,426","8,345",NPOC:8.345 TN:1.694,8.345,1.694,"1,301",0.08308,7,0,150
Unknown,NPOC/TN,EDTA 8.56ppmC,EDTA 8.56ppmC,Calib1_C,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 15:06,1,2,NPOC,120.1,120,"8,350","8,345",NPOC:8.345 TN:1.694,8.345,1.694,"1,301",0.08308,7,0,150
Unknown,NPOC/TN,EDTA 8.56ppmC,EDTA 8.56ppmC,Calib1_C,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 15:10,1,3,NPOC,118.7,120,"8,260","8,345",NPOC:8.345 TN:1.694,8.345,1.694,"1,301",0.08308,7,0,150
Unknown,NPOC/TN,EDTA 8.56ppmC,EDTA 8.56ppmC,Calib1_C,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 15:03,1,1,TN,49.73,48.75,"1,727","1,694",NPOC:8.345 TN:1.694,8.345,1.694,0.8697,0.02938,7,0,150
Unknown,NPOC/TN,EDTA 8.56ppmC,EDTA 8.56ppmC,Calib1_C,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 15:06,1,2,TN,48.45,48.75,"1,684","1,694",NPOC:8.345 TN:1.694,8.345,1.694,0.8697,0.02938,7,0,150
Unknown,NPOC/TN,EDTA 8.56ppmC,EDTA 8.56ppmC,Calib1_C,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 15:10,1,3,TN,48.07,48.75,"1,671","1,694",NPOC:8.345 TN:1.694,8.345,1.694,0.8697,0.02938,7,0,150
Unknown,NPOC/TN,KHP9.90ppmC,KHP9.90ppmC,Calib2_C,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 15:16,1,1,NPOC,144.6,144.1,"9,914","9,880",NPOC:9.880 TN:0.1087,9.88,0.1087,0.4619,0.02949,8,0,150
Unknown,NPOC/TN,KHP9.90ppmC,KHP9.90ppmC,Calib2_C,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 15:20,1,2,NPOC,143.8,144.1,"9,863","9,880",NPOC:9.880 TN:0.1087,9.88,0.1087,0.4619,0.02949,8,0,150
Unknown,NPOC/TN,KHP9.90ppmC,KHP9.90ppmC,Calib2_C,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 15:23,1,3,NPOC,143.8,144.1,"9,863","9,880",NPOC:9.880 TN:0.1087,9.88,0.1087,0.4619,0.02949,8,0,150
Unknown,NPOC/TN,KHP9.90ppmC,KHP9.90ppmC,Calib2_C,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 15:16,1,1,TN,"1,634","1,828",0.1021,0.1087,NPOC:9.880 TN:0.1087,9.88,0.1087,0.2854,0.00964,8,0,150
Unknown,NPOC/TN,KHP9.90ppmC,KHP9.90ppmC,Calib2_C,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 15:20,1,2,TN,"2,156","1,828",0.1198,0.1087,NPOC:9.880 TN:0.1087,9.88,0.1087,0.2854,0.00964,8,0,150
Unknown,NPOC/TN,KHP9.90ppmC,KHP9.90ppmC,Calib2_C,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 15:23,1,3,TN,"1,695","1,828",0.1042,0.1087,NPOC:9.880 TN:0.1087,9.88,0.1087,0.2854,0.00964,8,0,150
Unknown,NPOC/TN,MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 15:29,1,1,NPOC,14.53,14.25,"1,609","1,591",NPOC:1.591 TN:0.05486,1.591,0.05486,0.3329,0.02126,9,0,150
Unknown,NPOC/TN,MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 15:32,1,2,NPOC,13.88,14.25,"1,568","1,591",NPOC:1.591 TN:0.05486,1.591,0.05486,0.3329,0.02126,9,0,150
Unknown,NPOC/TN,MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 15:35,1,3,NPOC,14.33,14.25,"1,597","1,591",NPOC:1.591 TN:0.05486,1.591,0.05486,0.3329,0.02126,9,0,150
Unknown,NPOC/TN,MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 15:29,1,1,TN,0,0.2345,0.04694,0.05486,NPOC:1.591 TN:0.05486,1.591,0.05486,0.2719,0.00919,9,0,150
Unknown,NPOC/TN,MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 15:32,1,2,TN,0.1708,0.2345,0.05271,0.05486,NPOC:1.591 TN:0.05486,1.591,0.05486,0.2719,0.00919,9,0,150
Unknown,NPOC/TN,MQ,MQ,MQ,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 15:35,1,3,TN,0.5326,0.2345,0.06493,0.05486,NPOC:1.591 TN:0.05486,1.591,0.05486,0.2719,0.00919,9,0,150
Unknown,NPOC/TN,tube14,MI1_Di_C,MI1_Di_C,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 15:41,1,1,NPOC,119.9,120,"8,337","8,343",NPOC:8.343 TN:0.5944,"8,337",0.5944,0.1732,0.01106,10,0,150
Unknown,NPOC/TN,tube14,MI1_Di_C,MI1_Di_C,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 15:44,1,2,NPOC,119.9,120,"8,337","8,343",NPOC:8.343 TN:0.5944,"8,337",0.5944,0.1732,0.01106,10,0,150
Unknown,NPOC/TN,tube14,MI1_Di_C,MI1_Di_C,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 15:48,1,3,NPOC,120.2,120,"8,356","8,343",NPOC:8.343 TN:0.5944,"8,356",0.5944,0.1732,0.01106,10,0,150
Unknown,NPOC/TN,tube14,MI1_Di_C,MI1_Di_C,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 15:41,1,1,TN,16.07,16.2,0.5899,0.5944,NPOC:8.343 TN:0.5944,8.343,0.5899,0.1528,0.00516,10,0,150
Unknown,NPOC/TN,tube14,MI1_Di_C,MI1_Di_C,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 15:44,1,2,TN,16.17,16.2,0.5932,0.5944,NPOC:8.343 TN:0.5944,8.343,0.5932,0.1528,0.00516,10,0,150
Unknown,NPOC/TN,tube14,MI1_Di_C,MI1_Di_C,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 15:48,1,3,TN,16.37,16.2,0.6,0.5944,NPOC:8.343 TN:0.5944,8.343,0.6,0.1528,0.00516,10,0,150
Unknown,NPOC/TN,tube15,MI1_Di_E,MI1_Di_E,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 15:54,1,1,NPOC,130.1,130.5,"8,988","9,016",NPOC:9.016 TN:0.6200,9.016,0.62,0.4509,0.02879,11,0,150
Unknown,NPOC/TN,tube15,MI1_Di_E,MI1_Di_E,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 15:57,1,2,NPOC,130.5,130.5,"9,014","9,016",NPOC:9.016 TN:0.6200,9.016,0.62,0.4509,0.02879,11,0,150
Unknown,NPOC/TN,tube15,MI1_Di_E,MI1_Di_E,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\NPOC_2-50ppm_9ml_150ul_CB.2022_08_31_20_26_13.cal,1,2022-09-08 16:01,1,3,NPOC,131,130.5,"9,046","9,016",NPOC:9.016 TN:0.6200,9.016,0.62,0.4509,0.02879,11,0,150
Unknown,NPOC/TN,tube15,MI1_Di_E,MI1_Di_E,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 15:54,1,1,TN,16.92,16.96,0.6186,0.62,NPOC:9.016 TN:0.6200,9.016,0.62,0.05859,0.00198,11,0,150
Unknown,NPOC/TN,tube15,MI1_Di_E,MI1_Di_E,,C:\TOC-L\Methods\NPOC-TN_9ml_CB_150ulinj_220831.met,C:\TOC-L\CalCurves\TN_0.2-5ppm_9ml_150ul_CB.2022_08_31_21_55_41.cal,1,2022-09-08 15:57,1,2,TN,16.94,16.96,0.6192,0.62,NPOC:9.016 TN:0.6200,9.016,0.62,0.05859,0.00198,11,0,150
